town,month,resale_price,price_diff
JURONG EAST,2003-12-01,249879.0,17209.0
JURONG EAST,2004-01-01,230623.0,-19256.0
JURONG EAST,2004-02-01,232247.0,1624.0
JURONG EAST,2004-03-01,230562.0,-1685.0
JURONG EAST,2004-04-01,243136.0,12574.0
JURONG EAST,2004-05-01,229361.0,-13775.0
JURONG EAST,2004-06-01,225912.0,-3449.0
JURONG EAST,2004-07-01,236600.0,10688.0
JURONG EAST,2004-08-01,217014.0,-19586.0
JURONG EAST,2004-09-01,227316.0,10302.0
JURONG EAST,2004-10-01,225373.0,-1943.0
JURONG EAST,2004-11-01,238505.0,13132.0
JURONG EAST,2004-12-01,226188.0,-12317.0
JURONG EAST,2005-01-01,240985.0,14797.0
JURONG EAST,2005-02-01,234852.0,-6133.0
JURONG EAST,2005-03-01,230429.0,-4423.0
JURONG EAST,2005-04-01,220153.0,-10276.0
JURONG EAST,2005-05-01,233668.0,13515.0
JURONG EAST,2005-06-01,237101.0,3433.0
JURONG EAST,2005-07-01,216750.0,-20351.0
JURONG EAST,2005-08-01,217661.0,911.0
JURONG EAST,2005-09-01,219495.0,1834.0
JURONG EAST,2005-10-01,222863.0,3368.0
JURONG EAST,2005-11-01,240592.0,17729.0
JURONG EAST,2005-12-01,223044.0,-17548.0
JURONG EAST,2006-01-01,226505.0,3461.0
JURONG EAST,2006-02-01,227164.0,659.0
JURONG EAST,2006-03-01,235377.0,8213.0
JURONG EAST,2006-04-01,214324.0,-21053.0
JURONG EAST,2006-05-01,232105.0,17781.0
JURONG EAST,2006-06-01,232320.0,215.0
JURONG EAST,2006-07-01,227110.0,-5210.0
JURONG EAST,2006-08-01,222457.0,-4653.0
JURONG EAST,2006-09-01,242119.0,19662.0
JURONG EAST,2006-10-01,213431.0,-28688.0
JURONG EAST,2006-11-01,232479.0,19048.0
JURONG EAST,2006-12-01,231388.0,-1091.0
JURONG EAST,2007-01-01,228977.0,-2411.0
JURONG EAST,2007-02-01,236778.0,7801.0
JURONG EAST,2007-03-01,237473.0,695.0
JURONG EAST,2007-04-01,222966.0,-14507.0
JURONG EAST,2007-05-01,233747.0,10781.0
JURONG EAST,2007-06-01,232229.0,-1518.0
JURONG EAST,2007-07-01,250864.0,18635.0
JURONG EAST,2007-08-01,245789.0,-5075.0
JURONG EAST,2007-09-01,253727.0,7938.0
JURONG EAST,2007-10-01,262680.0,8953.0
JURONG EAST,2007-11-01,265651.0,2971.0
JURONG EAST,2007-12-01,273694.0,8043.0
JURONG EAST,2008-01-01,308093.0,34399.0
JURONG EAST,2008-02-01,276067.0,-32026.0
JURONG EAST,2008-03-01,279506.0,3439.0
JURONG EAST,2008-04-01,301014.0,21508.0
JURONG EAST,2008-05-01,340839.0,39825.0
JURONG EAST,2008-06-01,304888.0,-35951.0
JURONG EAST,2008-07-01,321135.0,16247.0
JURONG EAST,2008-08-01,309078.0,-12057.0
JURONG EAST,2008-09-01,328048.0,18970.0
JURONG EAST,2008-10-01,343875.0,15827.0
JURONG EAST,2008-11-01,323985.0,-19890.0
JURONG EAST,2008-12-01,318710.0,-5275.0
JURONG EAST,2009-01-01,312210.0,-6500.0
JURONG EAST,2009-02-01,318686.0,6476.0
JURONG EAST,2009-03-01,303928.0,-14758.0
JURONG EAST,2009-04-01,302245.0,-1683.0
JURONG EAST,2009-05-01,315969.0,13724.0
JURONG EAST,2009-06-01,330221.0,14252.0
JURONG EAST,2009-07-01,324150.0,-6071.0
JURONG EAST,2009-08-01,341431.0,17281.0
JURONG EAST,2009-09-01,350380.0,8949.0
JURONG EAST,2009-10-01,347181.0,-3199.0
JURONG EAST,2009-11-01,355667.0,8486.0
JURONG EAST,2009-12-01,383118.0,27451.0
JURONG EAST,2010-01-01,375864.0,-7254.0
JURONG EAST,2010-02-01,341173.0,-34691.0
JURONG EAST,2010-03-01,363071.0,21898.0
JURONG EAST,2010-04-01,350976.0,-12095.0
JURONG EAST,2010-05-01,345837.0,-5139.0
JURONG EAST,2010-06-01,364372.0,18535.0
JURONG EAST,2010-07-01,383643.0,19271.0
JURONG EAST,2010-08-01,377723.0,-5920.0
JURONG EAST,2010-09-01,389571.0,11848.0
JURONG EAST,2010-10-01,386825.0,-2746.0
JURONG EAST,2010-11-01,373126.0,-13699.0
JURONG EAST,2010-12-01,397091.0,23965.0
JURONG EAST,2011-01-01,384155.0,-12936.0
JURONG EAST,2011-02-01,383168.0,-987.0
JURONG EAST,2011-03-01,401711.0,18543.0
JURONG EAST,2011-04-01,413058.0,11347.0
JURONG EAST,2011-05-01,417422.0,4364.0
JURONG EAST,2011-06-01,413477.0,-3945.0
JURONG EAST,2011-07-01,401702.0,-11775.0
JURONG EAST,2011-08-01,414288.0,12586.0
JURONG EAST,2011-09-01,405482.0,-8806.0
JURONG EAST,2011-10-01,419474.0,13992.0
JURONG EAST,2011-11-01,417669.0,-1805.0
JURONG EAST,2011-12-01,448192.0,30523.0
JURONG EAST,2012-01-01,405878.0,-42314.0
JURONG EAST,2012-02-01,430511.0,24633.0
JURONG EAST,2012-03-01,409862.0,-20649.0
JURONG EAST,2012-04-01,409100.0,-762.0
JURONG EAST,2012-05-01,412645.0,3545.0
JURONG EAST,2012-06-01,406468.0,-6177.0
JURONG EAST,2012-07-01,419376.0,12908.0
JURONG EAST,2012-08-01,417882.0,-1494.0
JURONG EAST,2012-09-01,423735.0,5853.0
JURONG EAST,2012-10-01,429189.0,5454.0
JURONG EAST,2012-11-01,458748.0,29559.0
JURONG EAST,2012-12-01,447347.0,-11401.0
JURONG EAST,2013-01-01,447074.0,-273.0
JURONG EAST,2013-02-01,458520.0,11446.0
JURONG EAST,2013-03-01,442337.0,-16183.0
JURONG EAST,2013-04-01,451541.0,9204.0
JURONG EAST,2013-05-01,485100.0,33559.0
JURONG EAST,2013-06-01,462735.0,-22365.0
JURONG EAST,2013-07-01,482103.0,19368.0
JURONG EAST,2013-08-01,451483.0,-30620.0
JURONG EAST,2013-09-01,433673.0,-17810.0
JURONG EAST,2013-10-01,472561.0,38888.0
JURONG EAST,2013-11-01,399909.0,-72652.0
JURONG EAST,2013-12-01,419200.0,19291.0
JURONG EAST,2014-01-01,433256.0,14056.0
JURONG EAST,2014-02-01,398757.0,-34499.0
JURONG EAST,2014-03-01,411012.0,12255.0
JURONG EAST,2014-04-01,463575.0,52563.0
JURONG EAST,2014-05-01,466840.0,3265.0
JURONG EAST,2014-06-01,380199.0,-86641.0
JURONG EAST,2014-07-01,402634.0,22435.0
JURONG EAST,2014-08-01,435700.0,33066.0
JURONG EAST,2014-09-01,399112.0,-36588.0
JURONG EAST,2014-10-01,412079.0,12967.0
JURONG EAST,2014-11-01,397688.0,-14391.0
JURONG EAST,2014-12-01,401229.0,3541.0
JURONG EAST,2015-01-01,411895.0,10666.0
JURONG EAST,2015-02-01,390852.0,-21043.0
JURONG EAST,2015-03-01,400922.0,10070.0
JURONG EAST,2015-04-01,402717.0,1795.0
JURONG EAST,2015-05-01,459658.0,56941.0
JURONG EAST,2015-06-01,434588.0,-25070.0
JURONG EAST,2015-07-01,486590.0,52002.0
JURONG EAST,2015-08-01,440040.0,-46550.0
JURONG EAST,2015-09-01,412962.0,-27078.0
JURONG EAST,2015-10-01,389438.0,-23524.0
JURONG EAST,2015-11-01,399235.0,9797.0
JURONG EAST,2015-12-01,422635.0,23400.0
JURONG EAST,2016-01-01,405156.0,-17479.0
JURONG EAST,2016-02-01,393863.0,-11293.0
JURONG EAST,2016-03-01,447639.0,53776.0
JURONG EAST,2016-04-01,402860.0,-44779.0
JURONG EAST,2016-05-01,453850.0,50990.0
JURONG EAST,2016-06-01,420681.0,-33169.0
JURONG EAST,2016-07-01,431403.0,10722.0
JURONG EAST,2016-08-01,434558.0,3155.0
JURONG EAST,2016-09-01,482971.0,48413.0
JURONG EAST,2016-10-01,430432.0,-52539.0
JURONG EAST,2016-11-01,416811.0,-13621.0
JURONG EAST,2016-12-01,458645.0,41834.0
JURONG EAST,2017-01-01,389647.0,-68998.0
JURONG EAST,2017-02-01,415483.0,25836.0
JURONG EAST,2017-03-01,390975.0,-24508.0
JURONG EAST,2017-04-01,422949.0,31974.0
JURONG EAST,2017-05-01,397697.0,-25252.0
JURONG EAST,2017-06-01,453927.0,56230.0
JURONG EAST,2017-07-01,431213.0,-22714.0
JURONG EAST,2017-08-01,434665.0,3452.0
JURONG EAST,2017-09-01,399754.0,-34911.0
JURONG EAST,2017-10-01,426889.0,27135.0
JURONG EAST,2017-11-01,406503.0,-20386.0
JURONG EAST,2017-12-01,418051.0,11548.0
JURONG EAST,2018-01-01,409740.0,-8311.0
JURONG EAST,2018-02-01,432737.0,22997.0
JURONG EAST,2018-03-01,442262.0,9525.0
JURONG EAST,2018-04-01,445470.0,3208.0
JURONG EAST,2018-05-01,421649.0,-23821.0
JURONG EAST,2018-06-01,396184.0,-25465.0
JURONG EAST,2018-07-01,456045.0,59861.0
JURONG EAST,2018-08-01,450369.0,-5676.0
JURONG EAST,2018-09-01,412612.0,-37757.0
JURONG EAST,2018-10-01,417963.0,5351.0
JURONG EAST,2018-11-01,402734.0,-15229.0
JURONG EAST,2018-12-01,438700.0,35966.0
JURONG EAST,2019-01-01,425943.0,-12757.0
JURONG EAST,2019-02-01,414510.0,-11433.0
JURONG EAST,2019-03-01,423414.0,8904.0
JURONG EAST,2019-04-01,403475.0,-19939.0
JURONG EAST,2019-05-01,399776.0,-3699.0
JURONG EAST,2019-06-01,424717.0,24941.0
JURONG EAST,2019-07-01,395597.0,-29120.0
JURONG EAST,2019-08-01,393207.0,-2390.0
JURONG EAST,2019-09-01,381081.0,-12126.0
JURONG EAST,2019-10-01,415363.0,34282.0
JURONG EAST,2019-11-01,414977.0,-386.0
JURONG EAST,2019-12-01,363622.0,-51355.0
JURONG EAST,2020-01-01,416816.0,53194.0
JURONG EAST,2020-02-01,368444.0,-48372.0
JURONG EAST,2020-03-01,406872.0,38428.0
JURONG EAST,2020-04-01,449984.0,43112.0
JURONG EAST,2020-05-01,463600.0,13616.0
JURONG EAST,2020-06-01,364692.0,-98908.0
JURONG EAST,2020-07-01,394327.0,29635.0
JURONG EAST,2020-08-01,403887.0,9560.0
JURONG EAST,2020-09-01,421520.0,17633.0
JURONG EAST,2020-10-01,464612.0,43092.0
JURONG EAST,2020-11-01,459585.0,-5027.0
JURONG EAST,2020-12-01,444026.0,-15559.0
JURONG EAST,2021-01-01,473715.0,29689.0
JURONG EAST,2021-02-01,477126.0,3411.0
JURONG EAST,2021-03-01,465843.0,-11283.0
JURONG EAST,2021-04-01,497539.0,31696.0
JURONG EAST,2021-05-01,469924.0,-27615.0
JURONG EAST,2021-06-01,496098.0,26174.0
JURONG EAST,2021-07-01,471004.0,-25094.0
JURONG EAST,2021-08-01,509349.0,38345.0
JURONG EAST,2021-09-01,490668.0,-18681.0
JURONG EAST,2021-10-01,432000.0,-58668.0
JURONG EAST,2021-11-01,513599.0,81599.0
JURONG EAST,2021-12-01,471188.0,-42411.0
JURONG EAST,2022-01-01,449649.0,-21539.0
JURONG EAST,2022-02-01,504418.0,54769.0
JURONG EAST,2022-03-01,507353.0,2935.0
JURONG EAST,2022-04-01,533651.0,26298.0
JURONG EAST,2022-05-01,499085.0,-34566.0
JURONG EAST,2022-06-01,505553.0,6468.0
JURONG EAST,2022-07-01,507280.0,1727.0
JURONG EAST,2022-08-01,480514.0,-26766.0
JURONG EAST,2022-09-01,511952.0,31438.0
JURONG EAST,2022-10-01,465722.0,-46230.0
JURONG EAST,2022-11-01,475618.0,9896.0
JURONG EAST,2022-12-01,457225.0,-18393.0
JURONG WEST,2000-01-01,239103.0,
JURONG WEST,2000-02-01,245966.0,6863.0
JURONG WEST,2000-03-01,248345.0,2379.0
JURONG WEST,2000-04-01,252578.0,4233.0
JURONG WEST,2000-05-01,242658.0,-9920.0
JURONG WEST,2000-06-01,245449.0,2791.0
JURONG WEST,2000-07-01,242976.0,-2473.0
JURONG WEST,2000-08-01,235494.0,-7482.0
JURONG WEST,2000-09-01,231090.0,-4404.0
JURONG WEST,2000-10-01,229943.0,-1147.0
JURONG WEST,2000-11-01,217780.0,-12163.0
JURONG WEST,2000-12-01,221630.0,3850.0
JURONG WEST,2001-01-01,229362.0,7732.0
JURONG WEST,2001-02-01,232526.0,3164.0
JURONG WEST,2001-03-01,221548.0,-10978.0
JURONG WEST,2001-04-01,219045.0,-2503.0
JURONG WEST,2001-05-01,215573.0,-3472.0
JURONG WEST,2001-06-01,211073.0,-4500.0
JURONG WEST,2001-07-01,215785.0,4712.0
JURONG WEST,2001-08-01,222314.0,6529.0
JURONG WEST,2001-09-01,219203.0,-3111.0
JURONG WEST,2001-10-01,203976.0,-15227.0
JURONG WEST,2001-11-01,209855.0,5879.0
JURONG WEST,2001-12-01,213651.0,3796.0
JURONG WEST,2002-01-01,224991.0,11340.0
JURONG WEST,2002-02-01,215860.0,-9131.0
JURONG WEST,2002-03-01,218705.0,2845.0
JURONG WEST,2002-04-01,212565.0,-6140.0
JURONG WEST,2002-05-01,209678.0,-2887.0
JURONG WEST,2002-06-01,211192.0,1514.0
JURONG WEST,2002-07-01,212901.0,1709.0
JURONG WEST,2002-08-01,202898.0,-10003.0
JURONG WEST,2002-09-01,213058.0,10160.0
JURONG WEST,2002-10-01,218147.0,5089.0
JURONG WEST,2002-11-01,198962.0,-19185.0
JURONG WEST,2002-12-01,203848.0,4886.0
JURONG WEST,2003-01-01,209146.0,5298.0
JURONG WEST,2003-02-01,193284.0,-15862.0
JURONG WEST,2003-03-01,198846.0,5562.0
JURONG WEST,2003-04-01,201277.0,2431.0
JURONG WEST,2003-05-01,214535.0,13258.0
JURONG WEST,2003-06-01,196794.0,-17741.0
JURONG WEST,2003-07-01,197005.0,211.0
JURONG WEST,2003-08-01,195901.0,-1104.0
JURONG WEST,2003-09-01,201585.0,5684.0
JURONG WEST,2003-10-01,205660.0,4075.0
JURONG WEST,2003-11-01,211228.0,5568.0
JURONG WEST,2003-12-01,209547.0,-1681.0
JURONG WEST,2004-01-01,219004.0,9457.0
JURONG WEST,2004-02-01,220592.0,1588.0
JURONG WEST,2004-03-01,215703.0,-4889.0
JURONG WEST,2004-04-01,223858.0,8155.0
JURONG WEST,2004-05-01,216966.0,-6892.0
JURONG WEST,2004-06-01,228513.0,11547.0
JURONG WEST,2004-07-01,215735.0,-12778.0
JURONG WEST,2004-08-01,212595.0,-3140.0
JURONG WEST,2004-09-01,227577.0,14982.0
JURONG WEST,2004-10-01,222431.0,-5146.0
JURONG WEST,2004-11-01,226332.0,3901.0
JURONG WEST,2004-12-01,229236.0,2904.0
JURONG WEST,2005-01-01,231179.0,1943.0
JURONG WEST,2005-02-01,226309.0,-4870.0
JURONG WEST,2005-03-01,227965.0,1656.0
JURONG WEST,2005-04-01,233707.0,5742.0
JURONG WEST,2005-05-01,218772.0,-14935.0
JURONG WEST,2005-06-01,226826.0,8054.0
JURONG WEST,2005-07-01,214917.0,-11909.0
JURONG WEST,2005-08-01,216939.0,2022.0
JURONG WEST,2005-09-01,219124.0,2185.0
JURONG WEST,2005-10-01,223729.0,4605.0
JURONG WEST,2005-11-01,224383.0,654.0
JURONG WEST,2005-12-01,218676.0,-5707.0
JURONG WEST,2006-01-01,222235.0,3559.0
JURONG WEST,2006-02-01,232053.0,9818.0
JURONG WEST,2006-03-01,213464.0,-18589.0
JURONG WEST,2006-04-01,231457.0,17993.0
JURONG WEST,2006-05-01,224840.0,-6617.0
JURONG WEST,2006-06-01,227195.0,2355.0
JURONG WEST,2006-07-01,220881.0,-6314.0
JURONG WEST,2006-08-01,220772.0,-109.0
JURONG WEST,2006-09-01,220194.0,-578.0
JURONG WEST,2006-10-01,218370.0,-1824.0
JURONG WEST,2006-11-01,222979.0,4609.0
JURONG WEST,2006-12-01,216177.0,-6802.0
JURONG WEST,2007-01-01,231861.0,15684.0
JURONG WEST,2007-02-01,217829.0,-14032.0
JURONG WEST,2007-03-01,225443.0,7614.0
JURONG WEST,2007-04-01,226100.0,657.0
JURONG WEST,2007-05-01,224510.0,-1590.0
JURONG WEST,2007-06-01,233425.0,8915.0
JURONG WEST,2007-07-01,227385.0,-6040.0
JURONG WEST,2007-08-01,233905.0,6520.0
JURONG WEST,2007-09-01,245218.0,11313.0
JURONG WEST,2007-10-01,235012.0,-10206.0
JURONG WEST,2007-11-01,253309.0,18297.0
JURONG WEST,2007-12-01,260428.0,7119.0
JURONG WEST,2008-01-01,256796.0,-3632.0
JURONG WEST,2008-02-01,261191.0,4395.0
JURONG WEST,2008-03-01,267835.0,6644.0
JURONG WEST,2008-04-01,259747.0,-8088.0
JURONG WEST,2008-05-01,279710.0,19963.0
JURONG WEST,2008-06-01,277529.0,-2181.0
JURONG WEST,2008-07-01,292807.0,15278.0
JURONG WEST,2008-08-01,306349.0,13542.0
JURONG WEST,2008-09-01,306422.0,73.0
JURONG WEST,2008-10-01,306696.0,274.0
JURONG WEST,2008-11-01,307325.0,629.0
JURONG WEST,2008-12-01,299557.0,-7768.0
JURONG WEST,2009-01-01,310579.0,11022.0
JURONG WEST,2009-02-01,302980.0,-7599.0
JURONG WEST,2009-03-01,301583.0,-1397.0
JURONG WEST,2009-04-01,309004.0,7421.0
JURONG WEST,2009-05-01,313599.0,4595.0
JURONG WEST,2009-06-01,315273.0,1674.0
JURONG WEST,2009-07-01,321247.0,5974.0
JURONG WEST,2009-08-01,330334.0,9087.0
JURONG WEST,2009-09-01,331267.0,933.0
JURONG WEST,2009-10-01,331976.0,709.0
JURONG WEST,2009-11-01,335834.0,3858.0
JURONG WEST,2009-12-01,328951.0,-6883.0
JURONG WEST,2010-01-01,339547.0,10596.0
JURONG WEST,2010-02-01,351433.0,11886.0
JURONG WEST,2010-03-01,355106.0,3673.0
JURONG WEST,2010-04-01,355558.0,452.0
JURONG WEST,2010-05-01,357184.0,1626.0
JURONG WEST,2010-06-01,352542.0,-4642.0
JURONG WEST,2010-07-01,365596.0,13054.0
JURONG WEST,2010-08-01,360489.0,-5107.0
JURONG WEST,2010-09-01,377804.0,17315.0
JURONG WEST,2010-10-01,385048.0,7244.0
JURONG WEST,2010-11-01,384504.0,-544.0
JURONG WEST,2010-12-01,381691.0,-2813.0
JURONG WEST,2011-01-01,394392.0,12701.0
JURONG WEST,2011-02-01,398147.0,3755.0
JURONG WEST,2011-03-01,389474.0,-8673.0
JURONG WEST,2011-04-01,384522.0,-4952.0
JURONG WEST,2011-05-01,397339.0,12817.0
JURONG WEST,2011-06-01,412284.0,14945.0
JURONG WEST,2011-07-01,405054.0,-7230.0
JURONG WEST,2011-08-01,422145.0,17091.0
JURONG WEST,2011-09-01,406440.0,-15705.0
JURONG WEST,2011-10-01,428392.0,21952.0
JURONG WEST,2011-11-01,419331.0,-9061.0
JURONG WEST,2011-12-01,434379.0,15048.0
JURONG WEST,2012-01-01,425730.0,-8649.0
JURONG WEST,2012-02-01,422200.0,-3530.0
JURONG WEST,2012-03-01,424642.0,2442.0
JURONG WEST,2012-04-01,439551.0,14909.0
JURONG WEST,2012-05-01,448378.0,8827.0
JURONG WEST,2012-06-01,450212.0,1834.0
JURONG WEST,2012-07-01,447322.0,-2890.0
JURONG WEST,2012-08-01,463020.0,15698.0
JURONG WEST,2012-09-01,457893.0,-5127.0
JURONG WEST,2012-10-01,455255.0,-2638.0
JURONG WEST,2012-11-01,462511.0,7256.0
JURONG WEST,2012-12-01,433348.0,-29163.0
JURONG WEST,2013-01-01,453697.0,20349.0
JURONG WEST,2013-02-01,443021.0,-10676.0
JURONG WEST,2013-03-01,464751.0,21730.0
JURONG WEST,2013-04-01,472060.0,7309.0
JURONG WEST,2013-05-01,452470.0,-19590.0
JURONG WEST,2013-06-01,458742.0,6272.0
JURONG WEST,2013-07-01,476186.0,17444.0
JURONG WEST,2013-08-01,457482.0,-18704.0
JURONG WEST,2013-09-01,440559.0,-16923.0
JURONG WEST,2013-10-01,440327.0,-232.0
JURONG WEST,2013-11-01,428106.0,-12221.0
JURONG WEST,2013-12-01,427575.0,-531.0
JURONG WEST,2014-01-01,432838.0,5263.0
JURONG WEST,2014-02-01,430420.0,-2418.0
JURONG WEST,2014-03-01,419132.0,-11288.0
JURONG WEST,2014-04-01,409254.0,-9878.0
JURONG WEST,2014-05-01,409953.0,699.0
JURONG WEST,2014-06-01,420753.0,10800.0
JURONG WEST,2014-07-01,424888.0,4135.0
JURONG WEST,2014-08-01,430846.0,5958.0
JURONG WEST,2014-09-01,422712.0,-8134.0
JURONG WEST,2014-10-01,425787.0,3075.0
JURONG WEST,2014-11-01,423225.0,-2562.0
JURONG WEST,2014-12-01,392202.0,-31023.0
JURONG WEST,2015-01-01,414294.0,22092.0
JURONG WEST,2015-02-01,412114.0,-2180.0
JURONG WEST,2015-03-01,394508.0,-17606.0
JURONG WEST,2015-04-01,404106.0,9598.0
JURONG WEST,2015-05-01,410846.0,6740.0
JURONG WEST,2015-06-01,409131.0,-1715.0
JURONG WEST,2015-07-01,399953.0,-9178.0
JURONG WEST,2015-08-01,389745.0,-10208.0
JURONG WEST,2015-09-01,417663.0,27918.0
JURONG WEST,2015-10-01,404703.0,-12960.0
JURONG WEST,2015-11-01,402154.0,-2549.0
JURONG WEST,2015-12-01,407482.0,5328.0
JURONG WEST,2016-01-01,403973.0,-3509.0
JURONG WEST,2016-02-01,425614.0,21641.0
JURONG WEST,2016-03-01,421211.0,-4403.0
JURONG WEST,2016-04-01,402602.0,-18609.0
JURONG WEST,2016-05-01,405828.0,3226.0
JURONG WEST,2016-06-01,399322.0,-6506.0
JURONG WEST,2016-07-01,401630.0,2308.0
JURONG WEST,2016-08-01,405322.0,3692.0
JURONG WEST,2016-09-01,406274.0,952.0
JURONG WEST,2016-10-01,407179.0,905.0
JURONG WEST,2016-11-01,418089.0,10910.0
JURONG WEST,2016-12-01,390772.0,-27317.0
JURONG WEST,2017-01-01,402120.0,11348.0
JURONG WEST,2017-02-01,390338.0,-11782.0
JURONG WEST,2017-03-01,395489.0,5151.0
JURONG WEST,2017-04-01,388024.0,-7465.0
JURONG WEST,2017-05-01,404778.0,16754.0
JURONG WEST,2017-06-01,389185.0,-15593.0
JURONG WEST,2017-07-01,391819.0,2634.0
JURONG WEST,2017-08-01,400712.0,8893.0
JURONG WEST,2017-09-01,394782.0,-5930.0
JURONG WEST,2017-10-01,392916.0,-1866.0
JURONG WEST,2017-11-01,392465.0,-451.0
JURONG WEST,2017-12-01,398430.0,5965.0
JURONG WEST,2018-01-01,384883.0,-13547.0
JURONG WEST,2018-02-01,384080.0,-803.0
JURONG WEST,2018-03-01,395596.0,11516.0
JURONG WEST,2018-04-01,392101.0,-3495.0
JURONG WEST,2018-05-01,403491.0,11390.0
JURONG WEST,2018-06-01,384011.0,-19480.0
JURONG WEST,2018-07-01,387865.0,3854.0
JURONG WEST,2018-08-01,362457.0,-25408.0
JURONG WEST,2018-09-01,373098.0,10641.0
JURONG WEST,2018-10-01,373679.0,581.0
JURONG WEST,2018-11-01,387431.0,13752.0
JURONG WEST,2018-12-01,367882.0,-19549.0
JURONG WEST,2019-01-01,382784.0,14902.0
JURONG WEST,2019-02-01,379486.0,-3298.0
JURONG WEST,2019-03-01,384646.0,5160.0
JURONG WEST,2019-04-01,378757.0,-5889.0
JURONG WEST,2019-05-01,384098.0,5341.0
JURONG WEST,2019-06-01,383020.0,-1078.0
JURONG WEST,2019-07-01,394594.0,11574.0
JURONG WEST,2019-08-01,386632.0,-7962.0
JURONG WEST,2019-09-01,380006.0,-6626.0
JURONG WEST,2019-10-01,381543.0,1537.0
JURONG WEST,2019-11-01,386949.0,5406.0
JURONG WEST,2019-12-01,401475.0,14526.0
JURONG WEST,2020-01-01,397387.0,-4088.0
JURONG WEST,2020-02-01,385627.0,-11760.0
JURONG WEST,2020-03-01,402966.0,17339.0
JURONG WEST,2020-04-01,427238.0,24272.0
JURONG WEST,2020-05-01,456210.0,28972.0
JURONG WEST,2020-06-01,393081.0,-63129.0
JURONG WEST,2020-07-01,404326.0,11245.0
JURONG WEST,2020-08-01,405965.0,1639.0
JURONG WEST,2020-09-01,428336.0,22371.0
JURONG WEST,2020-10-01,431268.0,2932.0
JURONG WEST,2020-11-01,425844.0,-5424.0
JURONG WEST,2020-12-01,450426.0,24582.0
JURONG WEST,2021-01-01,436169.0,-14257.0
JURONG WEST,2021-02-01,428034.0,-8135.0
JURONG WEST,2021-03-01,435350.0,7316.0
JURONG WEST,2021-04-01,457330.0,21980.0
JURONG WEST,2021-05-01,449891.0,-7439.0
JURONG WEST,2021-06-01,461385.0,11494.0
JURONG WEST,2021-07-01,442866.0,-18519.0
JURONG WEST,2021-08-01,450626.0,7760.0
JURONG WEST,2021-09-01,473098.0,22472.0
JURONG WEST,2021-10-01,482169.0,9071.0
JURONG WEST,2021-11-01,490117.0,7948.0
JURONG WEST,2021-12-01,469659.0,-20458.0
JURONG WEST,2022-01-01,464368.0,-5291.0
JURONG WEST,2022-02-01,503264.0,38896.0
JURONG WEST,2022-03-01,491863.0,-11401.0
JURONG WEST,2022-04-01,497693.0,5830.0
JURONG WEST,2022-05-01,507334.0,9641.0
JURONG WEST,2022-06-01,472449.0,-34885.0
JURONG WEST,2022-07-01,500770.0,28321.0
JURONG WEST,2022-08-01,514940.0,14170.0
JURONG WEST,2022-09-01,509121.0,-5819.0
JURONG WEST,2022-10-01,510628.0,1507.0
JURONG WEST,2022-11-01,516752.0,6124.0
JURONG WEST,2022-12-01,505765.0,-10987.0
KALLANG/WHAMPOA,2000-01-01,246459.0,
KALLANG/WHAMPOA,2000-02-01,232054.0,-14405.0
KALLANG/WHAMPOA,2000-03-01,248779.0,16725.0
KALLANG/WHAMPOA,2000-04-01,237188.0,-11591.0
KALLANG/WHAMPOA,2000-05-01,238295.0,1107.0
KALLANG/WHAMPOA,2000-06-01,221459.0,-16836.0
KALLANG/WHAMPOA,2000-07-01,217028.0,-4431.0
KALLANG/WHAMPOA,2000-08-01,229893.0,12865.0
KALLANG/WHAMPOA,2000-09-01,232741.0,2848.0
KALLANG/WHAMPOA,2000-10-01,229466.0,-3275.0
KALLANG/WHAMPOA,2000-11-01,230168.0,702.0
KALLANG/WHAMPOA,2000-12-01,244717.0,14549.0
KALLANG/WHAMPOA,2001-01-01,218493.0,-26224.0
KALLANG/WHAMPOA,2001-02-01,242958.0,24465.0
KALLANG/WHAMPOA,2001-03-01,228439.0,-14519.0
KALLANG/WHAMPOA,2001-04-01,217941.0,-10498.0
KALLANG/WHAMPOA,2001-05-01,236592.0,18651.0
KALLANG/WHAMPOA,2001-06-01,219224.0,-17368.0
KALLANG/WHAMPOA,2001-07-01,238071.0,18847.0
KALLANG/WHAMPOA,2001-08-01,211783.0,-26288.0
KALLANG/WHAMPOA,2001-09-01,200620.0,-11163.0
KALLANG/WHAMPOA,2001-10-01,202968.0,2348.0
KALLANG/WHAMPOA,2001-11-01,199461.0,-3507.0
KALLANG/WHAMPOA,2001-12-01,225699.0,26238.0
KALLANG/WHAMPOA,2002-01-01,179240.0,-46459.0
KALLANG/WHAMPOA,2002-02-01,213517.0,34277.0
KALLANG/WHAMPOA,2002-03-01,219294.0,5777.0
KALLANG/WHAMPOA,2002-04-01,189421.0,-29873.0
KALLANG/WHAMPOA,2002-05-01,195921.0,6500.0
KALLANG/WHAMPOA,2002-06-01,215414.0,19493.0
KALLANG/WHAMPOA,2002-07-01,229323.0,13909.0
KALLANG/WHAMPOA,2002-08-01,231459.0,2136.0
KALLANG/WHAMPOA,2002-09-01,221117.0,-10342.0
KALLANG/WHAMPOA,2002-10-01,234084.0,12967.0
KALLANG/WHAMPOA,2002-11-01,202128.0,-31956.0
KALLANG/WHAMPOA,2002-12-01,215054.0,12926.0
KALLANG/WHAMPOA,2003-01-01,210840.0,-4214.0
